date,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_month,dominant_month,near_basis,dom_basis,near_basis_rate,dom_basis_rate
20220929,C,2795.71,c2211,2744.0,c2301,2766.0,2211,2301,-51.71000000000004,-29.71000000000004,-0.0184961959573776,-0.0106269963622837
20220930,C,2795.71,c2211,2754.0,c2301,2773.0,2211,2301,-41.71000000000004,-22.71000000000004,-0.0149192870505167,-0.008123160127481
20221010,C,2798.57,c2211,2776.0,c2301,2804.0,2211,2301,-22.570000000000164,5.429999999999836,-0.0080648331111961,0.0019402766412845
20221011,C,2798.57,c2211,2798.0,c2301,2827.0,2211,2301,-0.5700000000001637,28.42999999999984,-0.0002036754485327,0.0101587596522509
20221012,C,2797.14,c2211,2805.0,c2301,2840.0,2211,2301,7.860000000000127,42.86000000000013,0.0028100130847938,0.0153227939967253
20221013,C,2797.14,c2211,2813.0,c2301,2842.0,2211,2301,15.860000000000127,44.86000000000013,0.0056700772932352,0.0160378100488356
20221014,C,2797.14,c2211,2837.0,c2301,2870.0,2211,2301,39.86000000000013,72.86000000000013,0.0142502699185598,0.0260480347783809
20221017,C,2795.71,c2211,2829.0,c2301,2855.0,2211,2301,33.289999999999964,59.28999999999997,0.0119075297509398,0.0212074929087779
20221018,C,2795.71,c2211,2828.0,c2301,2855.0,2211,2301,32.289999999999964,59.28999999999997,0.0115498388602537,0.0212074929087779
20221019,C,2795.71,c2211,2827.0,c2301,2853.0,2211,2301,31.289999999999964,57.28999999999997,0.0111921479695675,0.0204921111274059
20221020,C,2794.29,c2211,2828.0,c2301,2855.0,2211,2301,33.71000000000004,60.71000000000004,0.0120638874275755,0.0217264492948119
20221021,C,2792.86,c2211,2849.0,c2301,2878.0,2211,2301,56.13999999999987,85.13999999999987,0.0201012582084314,0.0304848792993561
20221024,C,2794.29,c2211,2851.0,c2301,2880.0,2211,2301,56.71000000000004,85.71000000000004,0.020294958647814,0.0306732658385493
20221025,C,2795.71,c2211,2827.0,c2301,2856.0,2211,2301,31.289999999999964,60.28999999999997,0.0111921479695675,0.0215651837994641
20221026,C,2795.71,c2211,2836.0,c2301,2871.0,2211,2301,40.28999999999997,75.28999999999996,0.0144113659857423,0.0269305471597554
20221027,C,2798.57,c2211,2837.0,c2301,2873.0,2211,2301,38.42999999999984,74.42999999999984,0.0137320131352798,0.0265957256741835
20221028,C,2798.57,c2211,2833.0,c2301,2857.0,2211,2301,34.42999999999984,58.42999999999984,0.0123027117420682,0.0208785201013375
